ID,Class,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80
8523,lobster,1,1,2,0,1,0,2,1,4,1,0,0,4,1,2,0,0,0,0,0,1,4,3,2,3,1,3,4,7,4,1,5,7,5,3,0,3,1,2,3,0,0,0,0,0,0,1,2,6,2,0,4,4,7,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0
8524,sunflower,6,1,7,5,1,6,2,6,5,3,4,3,5,6,4,6,4,6,6,2,4,2,6,6,3,1,2,4,5,5,3,3,6,6,2,4,3,5,7,2,3,1,7,5,4,3,1,3,6,3,4,2,5,5,4,5,1,5,6,1,1,2,6,6,4,4,2,6,4,6,3,1,3,7,4,2,2,4,2,2
8525,butterfly,6,2,3,0,3,2,3,1,4,2,1,6,5,0,3,2,4,3,3,4,2,3,4,5,6,3,1,3,7,6,5,1,5,2,5,2,3,5,6,6,2,6,5,3,3,1,5,4,5,5,3,4,5,2,7,3,3,5,6,6,2,2,5,5,0,2,4,3,5,1,0,6,1,6,4,1,5,2,2,1
8526,hawksbill,2,2,4,5,6,1,1,4,3,5,0,1,4,1,4,2,1,5,4,6,0,0,0,0,2,1,1,4,1,4,3,3,6,3,6,3,3,5,4,6,2,1,5,4,3,3,2,6,6,7,2,2,6,4,6,2,3,5,3,5,4,3,6,6,5,1,2,3,4,5,2,2,3,4,6,1,2,5,3,6
8527,wheelchair,6,2,5,3,5,5,2,4,5,6,4,2,6,6,5,4,1,4,4,4,2,4,4,1,4,4,4,3,5,5,4,3,4,5,6,4,3,4,5,5,5,1,5,4,5,6,2,5,6,5,6,3,5,5,4,5,2,5,4,6,2,3,4,5,5,3,4,5,4,5,4,4,5,6,4,4,4,4,5,5
8528,menorah,1,0,2,1,2,1,0,2,2,2,1,1,2,2,2,1,0,1,2,2,2,0,2,2,3,1,1,3,2,5,2,1,2,2,5,2,0,3,1,4,0,0,0,1,1,1,2,1,1,4,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,2,2,0,0,0,0,0
8529,metronome,0,0,0,0,0,3,1,1,0,2,5,1,2,2,3,1,0,0,0,0,0,0,0,0,1,5,0,2,0,2,6,0,0,5,3,4,1,1,0,1,2,0,1,1,5,5,1,1,1,2,5,1,3,2,4,3,0,1,6,2,1,1,1,6,3,5,2,1,5,5,2,2,4,3,5,3,1,2,2,4
8530,emu,2,4,6,6,6,4,3,6,6,5,4,3,6,4,7,3,2,5,6,7,2,3,6,6,6,4,3,5,6,6,2,3,5,6,7,2,3,5,5,7,2,3,6,5,7,4,2,5,5,6,3,3,5,5,6,2,4,6,6,6,3,3,5,6,6,5,2,5,6,5,3,3,6,6,5,3,3,6,6,5
8531,stegosaurus,4,2,4,5,5,3,3,4,5,6,4,4,3,7,4,2,2,6,5,7,3,2,5,6,5,2,4,6,3,6,4,1,5,6,6,2,3,4,6,6,2,4,5,6,5,3,3,6,6,6,5,2,4,7,4,0,6,5,6,4,0,6,1,0,0,1,7,3,3,1,2,7,3,2,2,0,7,2,1,1
8532,Motorbikes,0,0,0,1,0,0,0,1,1,1,1,0,0,2,2,1,0,0,2,0,2,1,3,0,2,1,4,2,2,4,1,5,6,4,5,2,1,1,1,2,4,1,2,1,3,3,5,4,2,6,4,4,6,3,5,4,1,1,4,4,1,1,0,1,1,0,6,0,0,1,0,6,1,1,1,1,2,2,0,2
8533,car_side,4,2,4,5,2,2,4,7,3,4,3,3,3,3,7,3,3,0,3,1,6,2,5,6,3,4,3,4,6,6,5,4,5,6,3,3,5,4,4,2,1,6,4,4,2,1,6,5,5,3,2,7,1,1,2,1,6,3,3,2,0,3,0,1,1,0,4,2,3,2,0,5,0,2,1,0,1,1,0,0
8534,watch,0,0,0,0,0,0,2,1,0,1,0,0,1,2,2,2,0,0,0,0,6,2,2,1,2,3,2,5,6,7,3,2,3,6,4,7,1,3,5,2,6,2,1,2,3,5,2,3,5,5,4,1,6,2,5,6,1,3,2,3,0,0,0,0,0,0,2,0,3,1,0,1,1,0,1,0,0,0,0,0
8535,pyramid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,4,0,0,0,3,3,0,0,0,0,0,0,0,3,1,2,2,5,4,4,6,2,3,5,5,6,0,0,0,0,0,1,5,4,5,5,1,3,5,3,7,0,5,5,4,7,1,5,3,3,4
8536,pizza,3,2,3,1,2,3,4,3,1,5,3,3,3,4,5,3,2,0,2,3,4,3,3,3,5,4,3,4,5,6,3,2,5,5,7,4,3,2,4,5,4,3,3,3,5,4,2,5,5,6,4,3,3,5,6,4,3,5,3,5,3,2,1,2,2,4,3,3,5,4,3,3,3,4,5,3,2,2,0,3
8537,ewer,0,0,0,0,0,1,0,1,0,1,1,3,3,4,3,0,0,0,1,1,0,0,1,5,4,1,1,4,1,2,3,2,3,6,4,2,0,1,2,2,0,0,0,3,1,3,2,5,5,6,2,2,5,4,7,3,1,4,2,3,0,0,0,0,0,1,2,3,2,2,1,3,4,5,3,0,0,0,0,0
8538,grand_piano,0,1,0,0,3,0,1,5,0,4,1,4,2,4,3,1,3,2,4,5,1,2,3,1,4,0,6,0,0,2,2,5,4,1,3,3,3,4,2,6,3,4,1,2,4,1,6,2,3,4,3,3,6,2,5,5,2,4,0,3,2,0,0,0,0,3,4,2,4,2,5,2,3,0,2,2,1,0,0,0
8539,Leopards,4,4,5,5,2,4,4,6,7,2,4,4,4,7,3,5,2,3,6,3,5,1,2,6,2,5,1,7,5,3,5,2,5,7,5,6,0,3,4,3,5,0,2,3,7,3,2,5,6,7,3,2,5,6,7,6,1,5,5,6,3,4,5,6,5,2,4,7,2,6,1,4,4,6,7,3,5,3,6,5
8540,mayfly,3,3,0,0,0,0,4,0,0,0,0,2,1,1,0,1,2,0,0,0,4,0,0,0,1,3,0,2,0,2,3,1,0,4,2,2,0,0,0,0,3,0,0,0,0,0,0,0,6,4,4,1,2,5,4,2,0,0,0,0,2,2,0,0,0,0,1,3,2,3,0,4,6,3,3,2,2,0,0,1
8541,BACKGROUND_Google,0,1,0,0,0,1,3,0,1,2,0,4,1,1,1,0,5,1,0,0,2,0,0,1,1,1,2,2,1,2,0,2,2,0,1,0,2,2,2,2,4,0,0,0,0,0,0,1,0,2,0,1,1,3,2,1,3,1,1,2,1,3,1,1,0,0,6,1,1,2,0,6,0,0,1,0,6,0,1,0
8542,dolphin,1,1,7,1,1,2,7,6,5,2,1,7,6,2,3,2,1,6,1,1,3,2,7,0,3,1,3,7,0,4,2,3,3,7,4,3,0,5,2,2,6,2,7,6,3,4,2,6,6,4,4,2,3,3,4,5,1,1,2,2,1,2,4,7,1,5,1,3,3,2,4,1,1,1,3,4,1,1,1,2
8543,umbrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,3,1,2,0,3,1,4,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8544,sunflower,3,2,7,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,3,1,1,1,3,2,0,0,0,0,0,0,1,3,0,1,3,3,6,5,3,1,1,6,4,4,0,0,0,0,0,1,4,3,2,2,4,1,1,4,3,1,2,6,2,4,1,3,4,5,3
8545,crab,5,2,4,5,6,2,2,4,6,7,2,2,3,5,7,3,3,6,6,6,4,2,6,3,7,4,3,6,5,6,3,3,3,6,7,4,1,4,5,7,3,3,3,6,7,2,4,5,6,6,2,5,6,4,6,5,2,5,6,6,3,3,5,6,6,4,3,2,4,7,5,1,5,5,7,3,2,5,6,7
8546,kangaroo,2,3,6,5,4,1,3,6,5,6,3,3,5,6,5,2,4,3,5,5,3,3,4,6,6,2,3,6,6,6,4,2,7,3,4,2,3,5,6,6,3,3,5,6,6,4,2,6,5,5,5,1,6,5,5,2,3,6,6,6,1,4,5,5,6,5,2,5,5,5,3,3,5,6,5,1,4,5,5,6
8547,BACKGROUND_Google,2,2,2,3,1,1,4,1,1,1,0,2,0,1,1,1,3,0,3,1,5,1,2,4,3,2,5,3,4,6,4,2,4,6,3,2,2,2,1,2,4,1,2,6,3,3,3,6,1,5,5,2,5,4,3,3,2,2,0,5,1,3,2,4,1,1,4,2,2,1,2,1,1,4,1,1,2,2,1,2
8548,accordion,0,0,2,0,0,2,1,5,5,6,3,1,1,7,7,1,0,2,1,5,2,1,5,2,3,2,2,3,6,7,0,2,0,4,7,1,1,3,6,5,3,2,4,1,3,2,2,4,7,7,2,4,4,6,6,1,0,2,4,5,0,1,3,7,3,2,3,5,6,6,1,4,5,5,3,0,0,1,0,3
8549,ant,2,2,0,0,0,1,2,0,0,1,0,2,0,0,1,0,2,0,0,0,2,0,0,0,3,3,0,2,2,4,2,2,3,2,5,0,1,0,0,0,3,1,2,2,1,4,2,5,4,4,3,3,2,3,3,0,1,0,1,2,2,2,2,0,1,0,2,2,0,2,0,5,0,0,1,0,3,0,0,0
8550,Leopards,4,3,5,3,5,5,3,4,2,6,3,4,5,5,5,1,3,4,5,5,6,2,5,3,6,4,1,6,5,7,4,2,6,2,6,3,0,4,5,6,5,1,4,4,7,2,2,5,4,7,3,1,4,4,7,2,1,2,4,6,6,2,4,3,7,1,4,4,6,7,2,5,4,3,7,2,4,5,3,5
8551,cup,6,2,3,3,5,3,5,4,2,3,0,7,2,2,2,0,7,4,2,2,5,2,3,3,3,0,5,1,2,5,2,6,2,2,3,1,7,1,6,3,7,0,2,1,4,1,3,4,2,7,6,3,3,4,3,4,3,4,7,4,3,2,2,6,6,1,4,5,3,6,0,6,2,2,4,0,7,0,2,6
8552,flamingo_head,5,2,4,3,6,5,2,5,6,5,5,3,4,5,5,2,4,3,6,6,5,1,3,7,5,5,1,6,6,6,4,2,6,5,5,6,2,4,3,5,4,2,6,7,5,5,2,5,5,5,6,2,4,5,6,3,4,6,6,5,4,2,4,6,6,4,2,7,5,4,4,2,4,6,6,5,2,5,6,4
8553,crocodile,1,6,5,2,3,1,4,4,3,3,0,4,5,3,4,3,3,7,6,4,0,4,4,4,5,2,2,4,3,5,4,2,5,1,7,2,2,7,3,5,0,5,6,4,6,2,2,6,6,7,2,2,5,6,6,2,4,6,1,4,2,2,6,4,7,3,2,6,4,7,1,3,6,7,5,0,2,6,2,4
8554,nautilus,0,0,0,1,0,0,4,5,0,2,0,4,5,5,3,3,3,0,3,2,0,0,3,0,1,3,3,6,2,2,3,1,4,4,5,2,1,7,1,4,3,0,3,1,1,3,3,7,4,5,3,4,7,6,4,3,1,2,4,1,0,0,0,1,0,4,3,3,6,3,3,5,1,7,6,0,2,5,0,0
8555,Faces,0,1,4,0,1,1,5,3,2,5,2,4,3,6,2,1,2,0,2,0,4,5,3,2,1,3,2,7,5,4,4,2,5,6,5,3,3,4,4,2,3,4,2,0,2,4,2,6,5,5,5,2,6,0,3,3,0,3,0,0,4,2,4,2,3,3,3,2,5,3,6,2,4,2,2,0,0,0,5,2
8556,Faces,7,1,3,4,2,6,2,3,5,2,7,1,2,4,1,7,1,4,3,1,5,4,4,3,2,3,4,7,7,3,5,3,4,5,3,4,6,3,2,2,7,3,2,2,2,6,2,6,5,4,7,2,5,3,2,7,1,1,3,2,5,0,3,2,4,3,4,6,7,2,6,1,4,6,3,7,2,2,3,4
8557,ferry,0,0,0,0,1,1,1,2,1,2,0,0,0,1,3,0,0,0,1,1,0,4,1,1,2,2,2,4,4,4,2,3,4,1,5,1,2,1,4,3,3,5,4,5,5,3,3,6,2,6,1,6,2,1,6,1,3,2,1,5,4,4,4,4,3,2,5,5,4,5,3,4,4,4,6,0,3,6,3,5
8558,BACKGROUND_Google,0,3,1,2,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,7,4,2,3,0,7,4,5,2,0,7,1,1,2,0,6,4,2,2,0,6,3,4,4,1,5,2,5,3,0,6,1,4,3,0,5,2,3,2,1,6,3,4,2,1,7,3,0,3,1,7,4,3,1,1,7,3,4,2
8559,Motorbikes,2,0,2,1,0,0,3,0,0,0,0,2,2,1,0,3,0,2,3,0,3,2,1,2,2,2,3,2,3,2,3,3,4,5,5,5,1,1,0,1,3,1,3,2,2,3,5,5,5,4,4,2,6,7,5,3,2,3,3,3,1,2,0,1,0,0,5,2,1,1,0,4,0,2,2,1,1,0,0,0
8560,Motorbikes,1,1,0,3,1,2,1,4,4,2,1,1,4,4,2,1,0,1,1,2,3,1,1,4,3,1,4,4,7,6,2,4,6,6,6,4,1,4,2,3,4,2,3,1,2,1,5,4,4,6,3,4,7,3,4,3,3,1,3,2,1,1,0,1,2,0,3,2,3,3,0,3,1,3,4,1,2,1,0,1
8561,emu,4,3,5,4,5,4,3,6,3,5,3,2,7,5,5,4,1,5,3,6,2,4,6,4,6,2,4,6,6,5,3,4,7,4,5,2,5,5,4,6,2,2,5,4,6,1,2,4,4,7,2,2,5,7,6,3,4,4,6,6,4,1,6,2,6,4,1,5,5,6,2,2,4,4,7,4,1,5,3,7
8562,revolver,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,6,4,3,1,7,6,3,2,0,6,2,3,1,0,0,4,0,0,3,3,5,1,3,0,4,1,1,3,0,0,0,0,0,0,2,1,1,3,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0
8563,emu,1,3,5,6,7,1,3,4,4,7,2,3,1,5,7,4,2,4,7,6,3,3,1,7,7,0,6,2,6,5,2,2,4,5,7,3,1,6,6,7,4,3,4,5,6,4,3,4,5,6,4,3,4,6,6,4,4,4,5,6,3,3,4,5,7,3,2,5,5,7,3,2,6,5,7,3,1,6,4,7
8564,flamingo,2,2,5,2,2,1,3,4,4,5,2,1,1,4,6,1,0,2,3,2,4,2,4,4,3,3,4,6,4,4,0,5,6,0,4,1,5,4,4,4,5,4,4,3,3,3,5,6,3,2,0,6,3,2,0,0,2,4,1,1,2,6,4,4,3,3,5,4,3,3,0,5,3,1,2,0,5,1,1,1
8565,car_side,3,5,4,5,4,2,4,4,4,2,2,3,3,2,4,3,2,2,3,5,5,5,2,5,2,1,4,6,6,4,2,5,5,4,4,3,3,5,5,5,0,7,1,2,2,1,6,2,4,3,0,7,5,6,2,1,7,3,5,2,0,6,4,5,1,0,6,0,3,0,0,5,0,4,1,0,6,0,4,2
8566,airplanes,3,0,2,3,2,1,4,1,7,6,0,4,1,2,0,1,0,0,0,0,3,1,4,3,2,4,4,4,5,5,3,4,4,4,4,2,4,4,1,2,3,3,1,1,1,1,6,3,2,4,1,6,1,1,2,2,5,2,1,1,2,6,0,0,1,0,7,2,2,2,0,7,2,4,2,1,4,1,1,3
8567,mandolin,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,3,1,4,3,0,4,3,3,1,3,4,6,5,4,3,2,4,5,3,0,0,0,0,0,0,1,1,5,5,0,2,1,3,3,1,1,3,1,1
8568,ketch,0,0,0,0,0,0,0,0,0,1,6,1,4,2,1,0,0,0,0,0,1,0,5,0,0,6,0,5,0,0,7,0,2,3,2,0,0,0,1,0,3,2,5,0,0,6,1,6,0,1,5,1,0,2,0,1,2,2,5,2,1,5,4,5,1,0,6,3,4,3,1,6,4,3,2,0,3,4,1,3
8569,emu,4,3,6,6,4,4,4,4,5,5,0,5,3,5,6,1,6,4,4,5,5,4,4,4,5,2,4,4,7,6,3,2,5,7,5,2,4,3,6,6,2,3,7,5,5,3,4,5,3,6,6,3,3,5,5,2,5,5,5,5,2,6,3,5,4,3,6,5,3,3,1,7,4,1,4,2,6,3,3,5
8570,llama,3,3,4,4,7,2,4,6,6,6,2,5,4,3,6,4,3,5,6,6,5,3,4,6,6,2,5,5,6,5,5,3,6,4,5,1,6,4,6,5,4,3,6,2,6,3,2,5,2,5,6,2,4,2,4,1,5,6,4,6,2,2,2,6,5,3,4,6,3,5,3,3,5,3,7,4,2,6,5,5
8571,soccer_ball,0,0,2,0,4,1,3,4,3,7,1,3,4,5,7,0,0,1,4,4,5,1,5,4,6,3,2,3,5,7,2,2,5,3,7,4,1,3,4,7,4,2,3,4,7,2,3,4,4,6,3,2,4,4,7,4,1,3,4,7,0,0,1,4,4,1,4,4,4,7,1,3,4,4,7,1,1,1,1,4
8572,schooner,0,3,5,4,4,2,4,4,4,5,2,5,4,6,3,2,4,4,4,2,4,3,2,4,3,6,4,0,6,5,1,3,2,6,7,1,1,1,2,1,2,2,3,4,3,5,1,5,5,3,5,1,2,6,5,1,0,1,7,3,2,6,2,3,2,1,6,3,5,2,2,5,4,4,3,0,7,4,4,2
8573,Motorbikes,3,2,2,4,1,2,4,4,4,2,2,5,3,5,3,1,1,1,4,1,2,3,3,1,3,2,5,4,5,5,3,4,5,6,5,2,3,1,4,2,4,4,2,2,1,3,5,4,2,5,5,3,6,4,5,3,0,3,4,3,0,4,0,1,1,0,6,1,3,1,0,5,1,4,2,0,3,2,0,1
8574,grand_piano,6,3,3,3,4,0,4,6,2,4,2,2,5,1,3,2,1,7,2,3,2,6,5,0,5,0,5,1,1,4,2,6,4,1,5,2,3,6,4,6,3,4,1,7,4,1,4,0,7,6,0,5,5,1,3,5,3,3,6,3,0,2,0,6,1,2,3,2,7,3,2,3,7,4,1,2,1,6,2,1
8575,elephant,3,4,3,6,4,2,6,5,4,3,3,6,5,6,2,5,2,4,5,4,3,3,5,6,4,3,4,6,5,5,2,4,3,6,5,5,3,2,6,3,3,5,5,4,4,4,3,6,4,4,3,2,5,5,4,4,2,5,5,5,4,3,6,5,5,5,2,6,6,4,4,2,3,5,4,3,3,5,6,5
8576,sea_horse,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2,5,2,4,6,4,3,1,1,1,2,0,2,6,1,3,1,2,6,7,4,2,3,5,5,5,3,3,6,6,5,2,3,7,6,6,2,4,4,6,2,1,3,6,4,7,3,3,3,5,7,4,2,6,5,6
8577,hedgehog,0,3,5,3,3,2,4,3,4,2,2,4,3,7,4,2,4,5,7,3,4,2,6,4,3,3,2,5,4,7,4,2,3,3,7,1,4,5,6,7,0,5,4,7,6,1,4,3,7,6,3,2,5,6,7,4,1,5,6,7,3,4,7,3,5,3,4,6,6,5,1,3,6,4,7,3,3,5,7,5
8578,brain,1,1,3,0,4,1,3,6,2,7,1,5,6,0,6,1,1,3,3,4,6,1,3,6,5,3,4,6,4,6,2,5,4,2,7,3,2,3,3,7,1,1,0,4,4,3,3,5,2,7,2,5,4,0,7,3,3,2,4,5,0,0,0,0,0,0,2,0,0,2,0,2,0,6,6,0,1,0,0,2
8579,joshua_tree,3,2,5,5,3,4,1,6,4,6,3,2,7,5,5,3,3,6,4,5,5,3,4,5,4,5,2,6,7,5,5,2,6,6,4,4,2,6,6,5,2,2,7,6,6,3,2,3,6,7,5,1,5,5,5,4,3,5,3,4,4,2,4,4,6,3,2,7,4,6,5,1,5,6,5,1,3,6,6,5
8580,Faces,6,1,4,5,3,3,3,4,5,4,0,3,1,4,2,5,3,4,3,5,6,1,5,4,2,4,4,5,6,2,5,3,3,3,5,5,4,6,4,2,7,0,1,6,1,4,1,6,5,3,5,3,4,5,3,3,4,4,6,4,3,1,1,3,2,2,3,5,5,3,5,1,4,5,3,4,4,3,2,3
8581,mandolin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2,1,1,2,2,1,2,4,4,5,2,4,0,2,2,5,2,0,3,1,0,1,2,2,1,2,3,5,2,3,6,3,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,2,2,2,1
8582,binocular,5,2,5,6,5,5,2,5,6,3,5,3,5,5,4,6,1,4,7,2,6,2,6,3,4,7,2,3,3,1,5,4,2,4,2,7,2,1,4,1,6,1,4,2,1,7,0,1,0,1,6,1,2,6,2,7,1,2,3,2,5,2,3,6,2,7,2,2,2,1,7,1,1,5,2,7,1,6,2,1
8583,joshua_tree,3,1,3,3,2,1,0,0,2,0,2,1,5,5,2,3,3,6,6,5,4,2,7,6,5,4,3,5,5,5,6,1,5,6,5,2,2,3,6,6,2,2,5,7,5,5,2,3,6,7,4,2,3,4,7,3,2,6,6,5,2,3,6,6,6,3,2,6,5,6,4,2,4,6,6,4,1,4,6,7
8584,Motorbikes,1,0,0,0,1,0,0,1,2,1,0,1,1,1,2,1,0,1,1,1,3,2,2,4,3,2,4,5,6,4,2,6,3,5,5,2,1,2,2,4,4,1,1,4,2,1,6,4,6,5,3,5,5,4,5,3,1,2,5,3,1,1,0,2,1,0,6,0,0,1,0,6,0,2,1,1,3,1,0,1
8585,stop_sign,0,0,2,0,1,3,3,3,1,4,1,2,1,5,4,0,4,1,5,1,3,1,3,3,3,4,1,2,3,4,5,1,2,1,4,5,2,5,5,2,3,2,4,6,3,2,1,3,3,5,1,1,4,1,3,2,5,5,5,2,1,6,2,3,0,6,3,4,4,3,5,4,4,4,3,1,6,1,2,0
8586,barrel,2,3,3,5,5,3,3,4,6,5,4,3,5,4,5,3,3,3,4,5,5,1,5,3,5,1,3,6,5,6,2,3,5,6,6,3,1,5,3,7,5,1,3,2,5,0,3,2,6,4,2,3,3,4,4,4,0,4,1,5,3,2,2,6,4,1,3,0,4,6,4,3,0,5,6,2,4,4,4,5
8587,Faces,3,1,0,4,2,2,4,6,2,2,1,5,1,7,2,0,1,0,0,0,2,1,0,1,0,5,3,4,5,3,6,1,6,5,2,0,4,0,1,0,0,4,0,2,1,5,3,3,5,3,6,1,7,1,3,0,1,0,0,0,0,1,1,1,0,2,4,3,2,3,1,3,4,4,4,0,4,0,2,2
8588,airplanes,1,0,0,0,0,0,1,2,1,1,0,2,0,3,2,1,2,0,1,0,3,1,1,2,1,0,1,1,2,2,0,6,1,0,2,2,3,4,2,2,3,1,3,3,3,1,5,6,5,6,2,5,6,6,4,2,5,1,2,1,1,4,2,2,1,0,6,3,2,4,2,5,2,1,3,2,3,1,0,2
8589,mayfly,1,4,0,0,0,0,0,4,0,0,1,2,0,0,0,0,2,1,0,0,2,1,4,1,0,0,1,1,4,4,0,0,0,0,0,0,2,0,0,0,3,2,4,3,3,2,3,5,6,4,1,0,2,1,1,0,2,4,0,0,1,5,1,1,2,0,4,2,4,0,1,2,7,0,1,0,0,6,0,1
8590,flamingo,0,3,2,0,2,1,1,1,3,2,1,0,2,2,1,0,0,0,0,0,2,2,5,5,4,0,5,4,3,3,2,2,3,4,4,0,1,1,1,2,2,3,3,5,4,2,3,3,5,5,3,2,5,5,5,1,2,3,4,6,2,3,5,4,5,3,4,5,5,4,1,4,5,5,6,1,3,5,4,6
8591,flamingo,3,3,6,4,7,5,2,7,5,5,2,4,6,2,6,3,1,6,6,7,3,3,6,4,6,6,2,6,2,6,1,2,4,7,7,4,1,6,2,6,1,6,4,3,6,4,1,5,4,7,4,3,7,2,6,3,3,7,4,6,1,5,4,5,3,0,5,2,4,4,3,3,4,2,6,3,2,4,3,6
8592,Motorbikes,2,1,4,2,1,4,2,3,4,5,1,4,4,5,4,1,3,3,2,2,3,1,3,1,3,2,6,3,4,4,3,5,5,5,5,2,2,3,4,4,4,1,4,0,4,4,4,5,5,6,4,2,5,5,7,4,1,2,5,3,2,3,0,3,2,2,5,4,3,4,1,6,0,4,5,2,3,3,2,3
8593,crocodile,2,4,6,5,7,3,3,6,5,6,2,2,6,7,6,3,2,6,6,6,2,4,5,6,7,3,5,4,2,7,1,4,3,5,7,2,3,4,6,7,1,5,5,6,6,1,5,5,4,6,2,4,3,5,7,0,4,4,3,7,1,4,4,6,6,2,4,4,6,6,2,4,5,4,7,3,3,3,6,7
8594,elephant,3,2,6,7,4,1,3,5,6,4,0,4,5,5,3,1,4,0,4,3,3,2,6,6,5,3,3,7,7,3,3,4,4,7,5,3,3,7,4,5,3,4,2,7,5,4,1,7,7,4,3,2,6,6,5,3,2,6,6,5,2,6,6,4,3,2,4,6,5,6,3,5,4,7,4,2,6,5,1,5
8595,flamingo,3,3,5,6,4,6,3,5,5,4,3,4,3,6,4,6,2,7,5,3,5,2,5,6,2,2,4,6,7,3,1,6,3,7,3,5,0,6,7,5,1,3,6,5,5,1,4,6,7,3,5,3,5,6,4,4,2,7,5,5,1,3,6,6,4,2,3,5,4,5,4,2,5,5,4,2,3,6,6,4
8596,Motorbikes,3,5,4,3,4,3,3,6,2,5,1,6,2,5,2,3,6,3,1,1,3,3,1,3,2,2,5,4,3,4,3,4,6,3,5,2,6,4,4,1,4,2,5,3,3,2,5,2,6,6,5,2,4,4,6,1,4,1,3,3,2,4,2,2,2,1,5,6,2,3,1,5,5,3,4,1,5,4,0,4
8597,buddha,1,1,2,3,5,2,1,6,3,7,2,2,2,5,4,0,0,0,0,0,1,0,2,0,2,4,1,5,6,5,5,2,5,4,6,0,0,0,0,1,0,0,1,0,1,3,4,5,4,6,4,2,4,6,7,1,0,0,2,3,2,4,2,5,3,1,5,4,5,5,0,6,3,6,5,1,5,5,4,4
8598,Motorbikes,1,1,0,0,0,1,3,1,2,1,3,1,1,2,1,1,1,0,0,0,3,2,1,3,1,2,5,4,3,5,1,4,5,6,4,2,0,1,1,1,3,2,3,3,2,2,6,4,5,6,3,3,4,6,3,2,2,5,5,2,1,3,0,1,1,0,6,2,2,1,0,7,1,1,0,0,3,2,1,1
8599,flamingo,2,3,5,5,2,3,2,6,2,3,0,6,4,3,2,1,6,6,4,3,4,0,2,3,2,4,2,7,3,3,0,5,7,4,3,2,4,3,0,2,0,3,0,3,2,0,4,3,0,1,4,3,0,1,0,2,2,3,1,0,1,4,3,4,2,1,7,0,3,2,2,6,1,3,2,0,5,1,1,2
8600,soccer_ball,1,0,2,0,2,0,1,3,1,2,0,1,1,1,3,0,0,0,2,3,2,0,3,0,2,0,0,1,0,1,0,0,1,2,2,1,0,0,3,2,2,0,1,2,2,1,1,0,1,1,1,1,1,0,1,2,0,2,0,2,1,0,0,1,1,0,1,0,2,2,0,1,3,1,2,1,0,2,0,1
8601,airplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,4,0,2,2,0,5,3,0,1,1,4,0,1,1,0,2,0,2,2,1,7,3,5,3,0,6,3,2,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0
8602,helicopter,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,3,5,4,0,3,3,0,1,0,2,0,0,0,0,0,0,1,0,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
